               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  99,            0.030113,            0.054811,           0.0082381,             0.92696,              0.9078,             0.92908,             0.70537,            0.026273,            0.061206,           0.0094706,            0.005149,            0.005149,            0.005149
                 100,            0.030127,            0.057377,           0.0067797,             0.92681,             0.91817,             0.93381,              0.7243,            0.026846,            0.061364,            0.009376,           0.0050995,           0.0050995,           0.0050995
                 101,            0.029029,            0.057736,            0.008424,             0.88219,             0.87579,             0.92687,             0.71644,            0.025622,            0.062015,            0.010441,             0.00505,             0.00505,             0.00505
                 102,            0.029901,            0.057452,           0.0081048,             0.92508,             0.90853,             0.92869,             0.68488,             0.02709,             0.06374,           0.0093452,           0.0050005,           0.0050005,           0.0050005
                 103,            0.030134,            0.058287,           0.0062321,             0.92523,             0.90894,             0.93078,              0.7135,            0.025144,            0.063737,            0.010205,            0.004951,            0.004951,            0.004951
                 104,            0.028373,            0.057554,           0.0067995,             0.92155,             0.90102,             0.93201,             0.71015,            0.026144,             0.06471,            0.010185,           0.0049015,           0.0049015,           0.0049015
                 105,            0.028021,            0.054415,           0.0068612,             0.92321,             0.90522,              0.9381,             0.72734,            0.026495,            0.064325,           0.0096895,            0.004852,            0.004852,            0.004852
                 106,            0.029877,            0.057612,           0.0065831,             0.92258,             0.90959,             0.94423,             0.71421,            0.026712,            0.064472,           0.0089821,           0.0048025,           0.0048025,           0.0048025
                 107,            0.029158,             0.05495,           0.0080326,             0.91941,             0.91249,             0.94782,              0.7194,            0.026773,            0.064568,           0.0095419,            0.004753,            0.004753,            0.004753
                 108,            0.028107,            0.052003,           0.0079363,             0.91758,             0.90899,             0.94508,             0.73863,            0.025836,            0.063875,           0.0095886,           0.0047035,           0.0047035,           0.0047035
                 109,            0.028767,            0.055598,            0.005704,             0.91807,             0.90904,              0.9401,             0.73518,               0.025,            0.064123,            0.010517,            0.004654,            0.004654,            0.004654
                 110,            0.029746,            0.059163,           0.0064743,             0.91987,             0.90996,             0.93941,             0.73161,            0.024687,            0.063653,            0.010498,           0.0046045,           0.0046045,           0.0046045
                 111,            0.029679,             0.05728,           0.0057371,             0.92632,             0.91315,             0.93296,             0.73436,            0.024544,            0.063102,            0.010854,            0.004555,            0.004555,            0.004555
                 112,            0.027314,            0.055175,            0.005765,             0.91735,             0.91442,             0.93039,             0.71738,            0.026142,            0.061529,            0.012116,           0.0045055,           0.0045055,           0.0045055
                 113,            0.028006,            0.057307,           0.0073034,             0.90503,             0.86993,             0.92602,             0.71709,            0.025663,            0.058631,             0.01196,            0.004456,            0.004456,            0.004456
                 114,            0.028331,            0.057994,            0.007513,             0.94244,             0.89081,             0.93843,             0.72347,            0.025238,            0.057135,            0.012193,           0.0044065,           0.0044065,           0.0044065
                 115,            0.028913,             0.05475,           0.0068139,             0.95091,             0.92665,             0.94629,             0.73657,            0.024209,            0.056226,            0.010096,            0.004357,            0.004357,            0.004357
                 116,             0.02761,             0.05413,           0.0072756,             0.95288,             0.91295,             0.95071,             0.73504,            0.024288,            0.056026,           0.0085938,           0.0043075,           0.0043075,           0.0043075
                 117,            0.027389,            0.058009,            0.007061,             0.94076,             0.90489,             0.95374,             0.74599,            0.026067,            0.057735,           0.0084747,            0.004258,            0.004258,            0.004258
                 118,            0.028613,            0.054251,           0.0062926,             0.93614,             0.90477,             0.95195,             0.74478,            0.026378,            0.058337,           0.0087486,           0.0042085,           0.0042085,           0.0042085
                 119,            0.028761,            0.058722,           0.0060282,             0.93024,             0.88743,             0.94777,             0.74446,            0.025146,            0.058418,           0.0090353,            0.004159,            0.004159,            0.004159
                 120,             0.02703,            0.050006,           0.0065138,             0.90913,             0.90032,             0.94091,             0.73501,            0.025749,            0.059346,            0.010488,           0.0041095,           0.0041095,           0.0041095
                 121,            0.028436,            0.055751,           0.0063666,             0.93116,             0.91119,             0.95034,             0.73076,            0.024934,            0.059846,            0.010656,             0.00406,             0.00406,             0.00406
                 122,            0.027627,            0.054008,           0.0056654,             0.93667,             0.91992,             0.95391,               0.742,            0.024802,             0.05934,            0.010239,           0.0040105,           0.0040105,           0.0040105
                 123,            0.028104,            0.054231,            0.007331,              0.9338,             0.91226,             0.95092,              0.7438,            0.024433,             0.05963,             0.01117,            0.003961,            0.003961,            0.003961
                 124,            0.027879,            0.057116,           0.0066932,             0.92964,              0.9153,             0.94958,              0.7434,            0.024658,            0.060997,            0.010245,           0.0039115,           0.0039115,           0.0039115
                 125,            0.027004,            0.054166,           0.0072354,             0.91696,              0.9096,             0.94424,              0.7381,            0.026019,            0.061356,             0.01398,            0.003862,            0.003862,            0.003862
                 126,            0.027418,            0.053629,           0.0065163,             0.93519,             0.87962,             0.93833,             0.73897,            0.025446,            0.060283,            0.015546,           0.0038125,           0.0038125,           0.0038125
                 127,            0.027238,            0.053145,           0.0069297,             0.93135,             0.87563,             0.93007,             0.73319,            0.024847,            0.059076,            0.015129,            0.003763,            0.003763,            0.003763
                 128,            0.027329,            0.055861,           0.0055689,             0.91914,             0.87827,              0.9198,             0.71849,            0.025688,            0.059811,            0.013094,           0.0037135,           0.0037135,           0.0037135
                 129,            0.027833,            0.053142,            0.006493,             0.91466,             0.90017,             0.92951,             0.72688,            0.024363,             0.06072,            0.013827,            0.003664,            0.003664,            0.003664
                 130,            0.028147,            0.055685,           0.0058648,             0.91612,              0.9002,             0.92992,             0.71958,            0.024779,            0.062035,            0.014129,           0.0036145,           0.0036145,           0.0036145
                 131,            0.028347,            0.053451,           0.0057385,             0.90806,             0.90575,             0.93441,              0.7238,            0.024537,            0.063086,            0.012898,            0.003565,            0.003565,            0.003565
                 132,            0.026536,            0.051429,           0.0052683,             0.90066,             0.90284,             0.93519,             0.72241,            0.024925,            0.063553,            0.011721,           0.0035155,           0.0035155,           0.0035155
                 133,            0.027519,            0.054225,           0.0054567,              0.9036,             0.90485,             0.94051,             0.74169,            0.026389,             0.06462,            0.011236,            0.003466,            0.003466,            0.003466
                 134,            0.026335,            0.050975,           0.0092034,             0.91354,             0.88011,             0.93695,             0.73776,            0.025602,            0.063616,            0.012644,           0.0034165,           0.0034165,           0.0034165
                 135,               0.028,             0.05514,           0.0061131,             0.90385,             0.89542,             0.93779,             0.74351,             0.02456,            0.062173,            0.013975,            0.003367,            0.003367,            0.003367
                 136,            0.026256,            0.052006,           0.0056679,             0.90872,             0.89959,             0.93949,             0.74627,            0.024551,            0.061957,             0.01634,           0.0033175,           0.0033175,           0.0033175
                 137,            0.026179,            0.052308,           0.0051509,             0.91929,             0.90888,             0.94001,             0.74276,            0.025742,            0.061693,            0.014725,            0.003268,            0.003268,            0.003268
                 138,            0.026878,            0.053353,           0.0058448,             0.91551,             0.90311,             0.93908,             0.73921,            0.025681,            0.060868,            0.015034,           0.0032185,           0.0032185,           0.0032185
                 139,            0.026887,            0.053161,           0.0064731,              0.9205,             0.90934,             0.94282,             0.74589,            0.024678,             0.05934,            0.013264,            0.003169,            0.003169,            0.003169
                 140,            0.026239,            0.053826,           0.0055113,             0.91974,             0.90823,             0.94362,             0.75108,            0.025158,            0.059206,            0.012952,           0.0031195,           0.0031195,           0.0031195
                 141,            0.026838,            0.055265,           0.0057908,             0.92938,               0.912,             0.94779,             0.74305,            0.024787,            0.058383,             0.01173,             0.00307,             0.00307,             0.00307
                 142,            0.026604,            0.051194,           0.0046361,             0.92977,             0.91123,              0.9495,             0.74168,             0.02484,            0.058318,            0.011158,           0.0030205,           0.0030205,           0.0030205
                 143,            0.026575,            0.051933,           0.0058255,             0.92126,             0.91365,             0.94755,             0.75112,            0.024183,             0.05925,              0.0105,            0.002971,            0.002971,            0.002971
                 144,            0.025415,             0.05194,           0.0052353,             0.91843,             0.91077,             0.94921,             0.74143,            0.024362,            0.060629,            0.011184,           0.0029215,           0.0029215,           0.0029215
                 145,            0.026403,            0.055537,           0.0052149,             0.92063,             0.91014,             0.95019,             0.75288,            0.024293,             0.06001,            0.011335,            0.002872,            0.002872,            0.002872
                 146,            0.026682,            0.053832,           0.0051886,             0.92595,              0.9086,             0.94716,             0.75432,            0.023629,            0.058502,            0.011253,           0.0028225,           0.0028225,           0.0028225
                 147,            0.027051,            0.054284,           0.0045551,             0.92272,             0.91152,              0.9434,              0.7424,            0.024371,            0.058682,            0.011151,            0.002773,            0.002773,            0.002773
                 148,            0.026456,            0.051286,           0.0036384,             0.92314,             0.91607,             0.94224,             0.74779,            0.023844,            0.058395,            0.010129,           0.0027235,           0.0027235,           0.0027235
                 149,            0.026407,            0.053914,           0.0069408,             0.91838,             0.91532,             0.94156,             0.74555,            0.024033,            0.058479,           0.0094984,            0.002674,            0.002674,            0.002674
                 150,            0.026071,            0.055363,           0.0044724,             0.92141,             0.91822,             0.94046,             0.74492,            0.023881,            0.057751,           0.0093974,           0.0026245,           0.0026245,           0.0026245
                 151,             0.02651,            0.052638,             0.00484,             0.92045,             0.91732,              0.9442,             0.75208,            0.023734,            0.057493,           0.0092732,            0.002575,            0.002575,            0.002575
                 152,            0.025814,            0.050561,           0.0043745,             0.91559,             0.92008,             0.94862,             0.75399,            0.023901,            0.057425,           0.0094734,           0.0025255,           0.0025255,           0.0025255
                 153,            0.025442,            0.051711,           0.0040876,             0.91822,             0.92124,             0.95205,             0.75169,            0.023735,            0.057615,           0.0097118,            0.002476,            0.002476,            0.002476
                 154,            0.024902,            0.052548,           0.0042588,             0.92101,             0.92062,             0.95037,             0.75649,            0.023719,            0.057196,           0.0099478,           0.0024265,           0.0024265,           0.0024265
                 155,            0.026231,            0.052576,           0.0041846,             0.92698,             0.91925,              0.9488,             0.75756,            0.023515,            0.056839,           0.0097166,            0.002377,            0.002377,            0.002377
                 156,            0.026167,            0.054032,           0.0047865,             0.91927,             0.92023,             0.95032,              0.7556,            0.023475,            0.056307,           0.0093761,           0.0023275,           0.0023275,           0.0023275
                 157,            0.025025,            0.051741,           0.0049709,             0.91702,             0.91711,             0.94798,             0.75396,             0.02376,            0.056977,           0.0098118,            0.002278,            0.002278,            0.002278
                 158,             0.02569,            0.052128,           0.0042802,             0.91789,             0.91614,             0.94462,             0.75194,            0.023715,            0.056903,            0.010216,           0.0022285,           0.0022285,           0.0022285
                 159,            0.026023,            0.050548,            0.004576,             0.91651,             0.91322,             0.94569,             0.75167,            0.023673,            0.057528,            0.011123,            0.002179,            0.002179,            0.002179
                 160,            0.025311,            0.052507,            0.003889,             0.91756,             0.91719,             0.94611,              0.7519,            0.023613,            0.057696,            0.012208,           0.0021295,           0.0021295,           0.0021295
                 161,            0.025073,            0.052375,           0.0035512,             0.91814,             0.91287,             0.94602,             0.75255,            0.023602,            0.058992,            0.012975,             0.00208,             0.00208,             0.00208
                 162,            0.025979,            0.052378,            0.003767,             0.91942,              0.9106,             0.94552,             0.75218,            0.023757,            0.059862,            0.012568,           0.0020305,           0.0020305,           0.0020305
                 163,            0.026021,            0.051631,           0.0049359,             0.91725,             0.91623,             0.94635,             0.74919,            0.023649,            0.060133,            0.012006,            0.001981,            0.001981,            0.001981
                 164,            0.025287,            0.050427,            0.004407,             0.92103,             0.91211,             0.94726,             0.75296,            0.023695,            0.059043,            0.011836,           0.0019315,           0.0019315,           0.0019315
                 165,            0.025342,            0.055175,           0.0041356,             0.91644,             0.91714,             0.94607,             0.75382,            0.023651,            0.058711,            0.011567,            0.001882,            0.001882,            0.001882
                 166,            0.025247,            0.052398,           0.0039238,             0.91924,             0.91371,             0.94696,             0.75577,            0.023775,            0.058782,            0.011448,           0.0018325,           0.0018325,           0.0018325
                 167,            0.025901,            0.052715,           0.0042533,             0.91909,             0.91598,              0.9479,             0.76146,            0.023656,            0.059066,            0.011351,            0.001783,            0.001783,            0.001783
                 168,            0.025823,            0.052279,           0.0046259,             0.91884,             0.91417,             0.94887,              0.7512,            0.023578,            0.058244,            0.011909,           0.0017335,           0.0017335,           0.0017335
                 169,            0.026297,            0.053498,           0.0038838,             0.91789,             0.91549,             0.94799,             0.75799,            0.023411,            0.057954,            0.012112,            0.001684,            0.001684,            0.001684
                 170,            0.024787,            0.053116,            0.003902,             0.91701,             0.91549,             0.94608,             0.75358,            0.023363,            0.057448,            0.012332,           0.0016345,           0.0016345,           0.0016345
                 171,            0.024389,            0.048979,           0.0045403,             0.91838,             0.91566,             0.94736,             0.75849,            0.023412,            0.057167,            0.013007,            0.001585,            0.001585,            0.001585
                 172,            0.025102,            0.052308,           0.0052581,             0.91837,             0.91285,             0.95045,             0.76108,            0.023449,            0.057259,            0.013093,           0.0015355,           0.0015355,           0.0015355
                 173,            0.024793,            0.051294,            0.004479,             0.92111,             0.91858,             0.95472,             0.76211,            0.023588,            0.058105,            0.011819,            0.001486,            0.001486,            0.001486
                 174,            0.024716,            0.052573,           0.0040545,             0.92273,             0.91747,             0.95599,             0.76496,            0.023637,            0.058621,             0.01115,           0.0014365,           0.0014365,           0.0014365
                 175,            0.025506,            0.054604,           0.0043595,             0.92307,             0.91632,             0.95672,             0.76937,            0.023548,            0.058375,            0.011066,            0.001387,            0.001387,            0.001387
                 176,            0.024849,            0.052796,           0.0040757,             0.92332,             0.91747,             0.95627,             0.76577,            0.023507,            0.057809,            0.010837,           0.0013375,           0.0013375,           0.0013375
                 177,            0.025137,            0.052782,           0.0043021,             0.92343,             0.91933,             0.95723,             0.76443,            0.023381,            0.057786,            0.010366,            0.001288,            0.001288,            0.001288
                 178,            0.025401,            0.054522,           0.0041443,             0.92403,             0.91858,             0.95831,             0.76693,            0.023306,            0.057488,            0.010515,           0.0012385,           0.0012385,           0.0012385
                 179,            0.025957,            0.054211,           0.0050709,             0.92381,             0.92158,             0.95751,             0.76764,             0.02344,            0.057283,            0.010212,            0.001189,            0.001189,            0.001189
                 180,            0.025173,             0.05265,           0.0057368,             0.92508,             0.92312,             0.95724,             0.76444,            0.023284,            0.057261,            0.010049,           0.0011395,           0.0011395,           0.0011395
                 181,            0.024956,            0.053155,            0.003267,             0.92459,             0.92241,              0.9561,             0.76841,            0.023367,            0.057377,           0.0099827,             0.00109,             0.00109,             0.00109
                 182,            0.025404,            0.052611,           0.0044219,             0.92474,             0.92165,             0.95495,             0.76805,             0.02339,            0.057532,            0.010243,           0.0010405,           0.0010405,           0.0010405
                 183,            0.024154,            0.049039,           0.0051113,             0.92359,             0.91974,             0.95422,             0.76407,            0.023288,            0.058057,            0.010766,            0.000991,            0.000991,            0.000991
                 184,            0.025122,            0.051898,           0.0044945,             0.92043,             0.91565,             0.95053,             0.76005,            0.023328,            0.058581,            0.011192,           0.0009415,           0.0009415,           0.0009415
                 185,            0.023803,            0.048381,           0.0041138,             0.92097,              0.9153,             0.95074,             0.76142,            0.023465,            0.059812,            0.011838,            0.000892,            0.000892,            0.000892
                 186,            0.025261,            0.050777,           0.0037278,             0.91984,             0.91016,             0.95073,             0.75964,            0.023501,            0.060389,            0.012542,           0.0008425,           0.0008425,           0.0008425
                 187,            0.024554,            0.052705,           0.0034003,             0.91947,             0.90961,             0.94739,             0.75862,            0.023609,            0.061076,            0.013535,            0.000793,            0.000793,            0.000793
                 188,             0.02488,            0.049868,           0.0042003,              0.9193,             0.90932,             0.94688,             0.75808,            0.023635,            0.061351,            0.013806,           0.0007435,           0.0007435,           0.0007435
                 189,            0.024579,            0.049663,           0.0042389,             0.91819,             0.90571,             0.94572,             0.75491,            0.023619,            0.061401,              0.0149,            0.000694,            0.000694,            0.000694
                 190,            0.024633,              0.0492,           0.0035719,             0.91762,             0.90607,             0.94553,             0.75386,            0.023574,            0.061032,            0.015629,           0.0006445,           0.0006445,           0.0006445
                 191,             0.02439,            0.049074,           0.0039946,             0.91992,             0.90556,              0.9453,             0.75707,            0.023584,            0.060855,            0.016047,            0.000595,            0.000595,            0.000595
                 192,             0.02435,             0.05086,           0.0026891,             0.92278,             0.90447,             0.94606,             0.75659,            0.023538,            0.060239,            0.015841,           0.0005455,           0.0005455,           0.0005455
                 193,            0.025079,            0.050081,            0.005546,             0.92327,             0.89921,             0.94663,             0.75939,            0.023477,            0.060144,            0.015491,            0.000496,            0.000496,            0.000496
                 194,            0.024979,            0.052317,           0.0038412,             0.92405,             0.89932,               0.947,             0.75884,            0.023481,             0.06018,            0.014788,           0.0004465,           0.0004465,           0.0004465
                 195,            0.025211,            0.054611,           0.0035438,             0.91731,             0.90774,             0.94794,             0.75926,            0.023543,            0.060778,            0.013797,            0.000397,            0.000397,            0.000397
                 196,            0.023868,            0.051626,           0.0036461,             0.91906,             0.91102,             0.94851,             0.76279,            0.023531,            0.060786,             0.01314,           0.0003475,           0.0003475,           0.0003475
                 197,            0.024313,            0.048475,           0.0035957,             0.92122,             0.91339,             0.94986,             0.76249,             0.02357,             0.06116,            0.012731,            0.000298,            0.000298,            0.000298
                 198,             0.02474,            0.051753,           0.0036007,             0.92042,             0.91404,             0.95038,              0.7608,            0.023524,            0.061073,            0.012448,           0.0002485,           0.0002485,           0.0002485
                 199,            0.024726,            0.051254,           0.0037302,             0.92015,             0.91472,             0.95031,             0.76169,            0.023521,            0.061116,            0.012315,            0.000199,            0.000199,            0.000199
